utterance,emotion_id,acts_id,emotion,acts
"Wow , that does sound like it's going to be fun .",4,1,happiness,inform
So am I going to see you at the party ?,4,2,happiness,question
"Yeah , I will be there .",4,1,happiness,inform
Could you talk to me for a few minutes about my grades ?,0,3,other,Directive
Step into my office for a moment . What is your concern ?,0,2,other,question
Am I failing ?,0,2,other,question
Let's go on the computer to see what's up . Do you think you are doing well ?,0,2,other,question
I am pretty sure that I am in trouble .,5,1,sadness,inform
"I can see that you are trying , but where do you think you could improve ?",0,2,other,question
I missed a few classes ; I need to make sure I come to school on a regular basis .,0,1,other,inform
"Having a regular study routine and following it is very important , right ?",0,3,other,Directive
I'll try ; it's hard !,0,4,other,commisive
Thanks for stopping by !,0,1,other,inform
Good luck on your test tomorrow . We'll be crossing our fingers for you !,4,1,happiness,inform
Thanks .,4,1,happiness,inform
I'll never ever work together with him !,1,1,anger,inform
What happened ? Quarrel again ?,0,2,other,question
Will you take my materials back from him for me ? Please !,1,3,anger,Directive
Don't ask me . I don't wanna be involved in your quarrel .,0,4,other,commisive
"Oh , my God ! I've been cheated !",1,1,anger,inform
What ? What did you buy ?,6,2,surprise,question
It's a brick ! I can't believe how stupid I was . Damn it !,1,1,anger,inform
What is it ? Why did you buy a brick ?,0,2,other,question
"There was a guy on the sidewalk.He had three new boxes , Panasonic video camera boxes.He said he had to get rid of them quick .",1,1,anger,inform
And ?,0,2,other,question
So he said he'd sell me one for twenty dollars . A four-hundred-dollar camera for twenty bucks .,0,1,other,inform
And it's a brick ?,0,2,other,question
Yes .,0,1,other,inform
I can't believe how stupid you are . Why didn't you open the box ?,6,2,surprise,question
"I wanted to . But he said , no , the box is still in its plastic wrap from the store.If it's opened , other people won't believe it's new .",0,1,other,inform
So he had the boxes wrapped in plastic .,0,1,other,inform
"Yes , it was the kind of perfect plastic wrap that comes with new products.Look , it even had a bar-code price sticker on it ! It looked brand new .",0,1,other,inform
But why would a guy be selling new video cameras for twenty dollars ?,0,2,other,question
He said he had to get rid of them . They were stolen .,0,1,other,inform
"Aha ! Now I understand.You were trying to buy stolen goods on the sidewalk.So , what I think is , you deserve to get cheated !",0,1,other,inform
"C'mon , don't blame me ! I thought it was a new camera . We could use it.We were even thinking about buying a camera . I don't understand how he could have such a perfect-looking box .",0,1,other,inform
That's no problem.He just has a friend who works in a shop that can do plastic wrap . That's easy.And probably it's the same shop he got the boxes from.Maybe his friend works in an electronics store . They sell video cameras there.Probably they had a couple video camera boxes lying around.So they get the idea of wrapping bricks to sell to fools like you.Twenty dollars a brick . That's a good profit if they can sell enough bricks .,0,1,other,inform
"You're right , Sarah . I was a fool . I can't believe it . How could I fall for such a trick ?",0,1,other,inform
Is the clock right ?,0,2,other,question
I'm afraid it gains a little .,0,1,other,inform
By how many minutes ?,0,2,other,question
Two .,0,1,other,inform
"Hey , Mary , what's up ?",0,2,other,question
"Just so so . Last night I met this great guy at the bar and we had such a wonderful time , so we decided to meet again tonight .",0,1,other,inform
"Oh , that's exciting . What does this guy look like ? Is he hot ?",4,2,happiness,question
"Well , I didn't think so at first . But as we started talking , I found him extremely funny and witty . I couldn't stop laughing at his jokes ! And we have so much in common . We like the same team , music , and most amazingly , we both love Chinese food ! I have the feeling that we are going to be great friends .",0,1,other,inform
It seems you two are a good match . What qualities do you look for in a friend ?,4,2,happiness,question
"There's nothing definite I think . I don't have a list or anything , but when I first meet somebody , I can usually tell whether or not that person is going to be a good friend . It seems I have radar helping me spot new friends .",0,1,other,inform
"Well , that's something I've never heard of . But if you ask me what I value most in a friend , I would say honesty .",6,1,surprise,inform
I agree . You can't expect a close relationship with a dishonest person . Those are the people that will turn their back on you when you are in need .,0,1,other,inform
"Yeah , I know . A friend in need is a friend indeed . I don't need fair-weather friends either .",0,1,other,inform
What ’ s up ? You don ’ t look too good .,0,2,other,question
"Yeah , my head hurts , that ’ s all . I ’ Ve been in physics class all day . It ’ s killer !",2,1,disgust,inform
"I liked physics . It ’ s all math , really . arcs , curves , velocity , cool stuff .",0,1,other,inform
"Yeah , yeah , but today ’ s lesson was all about the creation of the universe .",0,1,other,inform
A physics class about the creation of the universe ? That ’ s some pretty unscientific language there . Sounds more religious to me .,0,1,other,inform
It ’ s all religion . Take the theory of the Big Bang.How is it possible that all of the stuff in the universe comes from an explosion ? That ’ s no better than Atlas carrying the globe on his back or African myths about turtles and stuff .,0,1,other,inform
"Turtles ? Whatever ... Look , all that ’ s required for the creation of matter an imbalance of particles and anti-particles . At least , that ’ s what the math says .",0,1,other,inform
"Math , sheath . What ’ s the evidence ?",0,2,other,question
"There is evidence ! You know Edwin Hubble ? He ’ s the guy who in the early twentieth century was the first scientist to measure the drift of matter in the universe , thus advancing notions of an expanding universe . What would it be expanding from ? Well , the Big Bang ... DUH !",0,1,other,inform
"Anyway , it ’ s just a theory . Why do people go around touting theories ? Where ’ s the scientific rigor in that ?",0,2,other,question
"Dude , don ’ t equivocate . A theory only becomes a theory after withstanding rigorous testing . You slept through class , didn ’ t you ?",0,1,other,inform
Today more and more people advocate lifelong learning . But people have different views about lifelong learning . How do you understand lifelong learning ?,0,2,other,question
I think lifelong learning is the concept that it's never too soon or too late for learning,0,1,other,inform
Does that mean studying all the time ?,0,2,other,question
"I don't think so . I think it's about your attitude towards learning . One should be open to new ideas , decisions , skills or behaviors .",0,1,other,inform
Then the axiom - ' You can't teach an old dog new tricks ' doesn't work any longer .,0,1,other,inform
You're right . Lifelong learning is about finding learning opportunities at all ages and in numerous contexts,0,1,other,inform
"Yes , I agree with you . When I retired I will participate in programs to keep momentally active .",0,1,other,inform
"Me too . To keep up with the changing world , one must be involved in lifelong learning and be ready to accept new things .",0,1,other,inform
You know what ? I've recently been teaching myself French .,0,2,other,question
Really ? That's great ! I know that your company has a lot of clients in France .,6,1,surprise,inform
"Yes , so I want to learn French to develop my career .",0,1,other,inform
How old are you ?,0,2,other,question
Nine ... but I'll be ten on May 1st.When is your birthday ?,0,2,other,question
I'm older than you ! I'll be ten on April 14th .,0,1,other,inform
Are you going to have a birthday party ?,0,2,other,question
Maybe . I'll have to ask my mother .,0,1,other,inform
It smells like an ashtray in here !,1,1,anger,inform
Hi honey ! What ’ s wrong ? Why do you have that look on your face ?,0,2,other,question
What ’ s wrong ? I thought we agreed that you were gonna quit smoking .,1,1,anger,inform
No ! I said I was going to cut down which is very different . You can ’ t just expect me to go cold turkey overnight !,0,1,other,inform
"Look , there are other ways to quit . You can try the nicotine patch , or nicotine chewing gum . We spend a fortune on cigarettes every month and now laws are cracking down and not allowing smoking in any public place . It ’ s not like you can just light up like before .",1,1,anger,inform
